# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
ptg000002l	cds	768472	768756	+	IIKNCJ_04075		Phage head-tail adapter protein	RefSeq:WP_000150936.1, SO:0001217, UniParc:UPI00000CACBA, UniRef:UniRef100_A0A7X1VVS3, UniRef:UniRef50_A0A7U7PWE4, UniRef:UniRef90_A0A7X1VVS3
ptg000002l	cds	768740	769102	+	IIKNCJ_04080		Phage head-tail adapter protein	RefSeq:WP_000755150.1, SO:0001217, UniParc:UPI00000CAC93, UniRef:UniRef100_A0A7X1VUD3, UniRef:UniRef50_Q4L5J6, UniRef:UniRef90_A0A7U7PW63
ptg000002l	cds	769099	769503	+	IIKNCJ_04085		Bacteriophage protein	RefSeq:WP_000114229.1, SO:0001217, UniParc:UPI0000696C8D, UniRef:UniRef100_A0A1S5YP27, UniRef:UniRef50_A0A2K4ANN6, UniRef:UniRef90_A0EWZ7
ptg000002l	cds	769500	769904	+	IIKNCJ_04090		DUF3168 domain-containing protein	RefSeq:WP_000565500.1, SO:0001217, UniParc:UPI00015FD6CB, UniRef:UniRef100_A0A1S6AV09, UniRef:UniRef50_Q4L5J8, UniRef:UniRef90_A0A0E0VRA4
ptg000002l	cds	769908	770552	+	IIKNCJ_04095		Phage tail protein	RefSeq:WP_000260578.1, SO:0001217, UniParc:UPI0000696C8C, UniRef:UniRef100_A0A1S5ZMR3, UniRef:UniRef50_Q4L5J9, UniRef:UniRef90_A0A7U7JQL9
ptg000002l	cds	770868	771218	+	IIKNCJ_04100		Phage protein	RefSeq:WP_001096354.1, SO:0001217, UniParc:UPI0000696C8A, UniRef:UniRef100_A0A1S6BSJ1, UniRef:UniRef50_C8CH28, UniRef:UniRef90_C8CH28
ptg000002l	cds	771269	771406	+	IIKNCJ_04105		Phage protein	RefSeq:WP_001549167.1, SO:0001217, UniParc:UPI0001F24A6E, UniRef:UniRef100_A0A0C6ERS2, UniRef:UniRef50_A0A068A227, UniRef:UniRef90_A0A068A227
ptg000002l	cds	771463	775992	+	IIKNCJ_04110		Phage-related protein	COG:COG5412, COG:X, RefSeq:WP_001549166.1, SO:0001217, UniParc:UPI0000696C89, UniRef:UniRef100_A0A5P6T594, UniRef:UniRef50_A0A2K4ANM3, UniRef:UniRef90_A0A5P6T594
ptg000002l	cds	775989	777473	+	IIKNCJ_04115		Phage tail protein	RefSeq:WP_000567394.1, SO:0001217, UniParc:UPI0000696C88, UniRef:UniRef100_A0A1S6AKN7, UniRef:UniRef50_R9QST9, UniRef:UniRef90_C8CH31
ptg000002l	cds	777489	781274	+	IIKNCJ_04120		Peptidase S74 domain-containing protein	RefSeq:WP_000582165.1, SO:0001217, UniParc:UPI0000696C87, UniRef:UniRef100_A0A0K9IJW8, UniRef:UniRef50_A0A2H4J4X3, UniRef:UniRef90_A0A6B0BS15
ptg000002l	cds	781264	781416	+	IIKNCJ_04125		Transposase	RefSeq:WP_001153681.1, SO:0001217, UniParc:UPI000005444C, UniRef:UniRef100_C8CH33, UniRef:UniRef50_R9QSQ2, UniRef:UniRef90_C8CH33
ptg000002l	cds	781463	781750	+	IIKNCJ_04130		Phi PVL orf 22-like protein	RefSeq:WP_001040261.1, SO:0001217, UniParc:UPI000005444F, UniRef:UniRef100_C8CH34, UniRef:UniRef50_O80061, UniRef:UniRef90_A0A7U7PWW1
ptg000002l	cds	781874	782104	+	IIKNCJ_04135		DUF2951 domain-containing protein	SO:0001217, UniParc:UPI000009C054, UniRef:UniRef100_Q8SDK1, UniRef:UniRef50_A0A059T679, UniRef:UniRef90_C8CH35
ptg000002l	ncRNA	782223	782402	+	IIKNCJ_04140	rli28	Listeria sRNA rli28	RFAM:RF01492, SO:0000655
ptg000002l	cds	782642	782896	+	IIKNCJ_04145		phage holin	COG:COG5546, COG:S, RefSeq:WP_000611512.1, SO:0001217, UniParc:UPI0000054452, UniRef:UniRef100_A0A075M034, UniRef:UniRef50_A0A1E5JWW5, UniRef:UniRef90_A0A2X2MCQ2
ptg000002l	cds	782908	783663	+	IIKNCJ_04150		Autolysin	RefSeq:WP_000861038.1, SO:0001217, UniParc:UPI0000054453, UniRef:UniRef100_C8CH38, UniRef:UniRef50_A0A1W7ACD2, UniRef:UniRef90_A0A380E267
ptg000002l	cds	783854	784345	+	IIKNCJ_04155	sak	staphylokinase	BlastRules:WP_000920038, GO:0005576, GO:0031639, NCBIProtein:CAA24957.1, RefSeq:WP_000919350.1, SO:0001217, UniParc:UPI00000B6E0F, UniRef:UniRef100_Q6GFB2, UniRef:UniRef50_P15240, UniRef:UniRef90_P15240
ptg000002l	ncRNA	784642	784792	+	IIKNCJ_04160	sprX	Small pathogenicity island RNA X	RFAM:RF02672, SO:0000655
ptg000002l	cds	785034	785330	+	IIKNCJ_04165		N-acetylmuramoyl-L-alanine amidase	RefSeq:WP_001110822.1, SO:0001217, UniParc:UPI0000696C86, UniRef:UniRef100_A0EX13, UniRef:UniRef50_A0A345AQJ3, UniRef:UniRef90_A0A345AQJ3
ptg000002l	cds	785425	785874	-	IIKNCJ_04170	chp	chemotaxis-inhibiting protein CHIPS	GO:0005576, RefSeq:WP_000727649.1, SO:0001217, UniParc:UPI00001B580C, UniRef:UniRef100_Q2FFF7, UniRef:UniRef50_Q2FWV5, UniRef:UniRef90_Q2FWV5, VFDB:VFC0258, VFDB:VFG002422
ptg000002l	ncRNA	786259	786400	+	IIKNCJ_04175	sprD	Small pathogenicity island RNA D	RFAM:RF01828, SO:0000655
ptg000002l	cds	786559	786909	+	IIKNCJ_04180	scn	complement inhibitor SCIN-A	BlastRules:WP_000702263, GO:0005576, NCBIProtein:ADL23798.1, RefSeq:WP_000702263.1, SO:0001217, UniParc:UPI00000D7752, UniRef:UniRef100_A7X482, UniRef:UniRef50_Q2FWV6, UniRef:UniRef90_Q2FWV6
ptg000002l	sorf	787533	787607	-	IIKNCJ_04185		Phage protein	SO:0001217, UniParc:UPI000865C40E, UniRef:UniRef100_A0A1C9ZYE6, UniRef:UniRef50_A0A068E1D7, UniRef:UniRef90_A0A0H5BLP8
ptg000002l	cds	788084	788284	-	IIKNCJ_04190		Beta-hemolysin	SO:0001217, UniParc:UPI00000D77C2, UniRef:UniRef100_T1YC34, UniRef:UniRef50_A0A7U6XWR1, UniRef:UniRef90_A0A7U6XWR1
ptg000002l	cds	788670	790424	+	IIKNCJ_04195		65 kDa membrane protein	GO:0005886, RefSeq:WP_001549158.1, SO:0001217, UniParc:UPI000005445B, UniRef:UniRef100_A6QIG2, UniRef:UniRef50_A6QIG2, UniRef:UniRef90_A6QIG2
ptg000002l	cds	790435	790725	+	IIKNCJ_04200		65 kDa membrane protein	RefSeq:WP_000671712.1, SO:0001217, UniParc:UPI000069AB0B, UniRef:UniRef100_W8U4L6, UniRef:UniRef50_W8U4L6, UniRef:UniRef90_W8U4L6
ptg000002l	cds	791049	792335	-	IIKNCJ_04205	aspB	Aspartate/methionine/tyrosine aminotransferase	COG:COG0436, COG:E, RefSeq:WP_001068542.1, SO:0001217, UniParc:UPI000005445D, UniRef:UniRef100_A0A0D6HCB3, UniRef:UniRef50_A0A380FXV6, UniRef:UniRef90_A0A0D6HCB3
ptg000002l	cds	792876	793052	+	IIKNCJ_04210		Mobilization protein	RefSeq:WP_000681968.1, SO:0001217, UniParc:UPI00000D76B9, UniRef:UniRef100_W8TV10, UniRef:UniRef50_A0A2K4AJ65, UniRef:UniRef90_A0A2K4AJ65
ptg000002l	cds	793316	793696	+	IIKNCJ_04215	gntR	GntR family transcriptional regulator	RefSeq:WP_000691584.1, SO:0001217, UniParc:UPI00000D785D, UniRef:UniRef100_A0A0E1XAQ1, UniRef:UniRef50_A0A380DW29, UniRef:UniRef90_A0A380DW29
ptg000002l	cds	793693	794589	+	IIKNCJ_04220	pmtA	phenol-soluble modulin export ABC transporter ATP-binding protein PmtA	BlastRules:WP_000991302, BlastRules:WP_001830432, COG:COG1131, COG:V, RefSeq:WP_000991302.1, SO:0001217, UniParc:UPI0000054462, UniRef:UniRef100_A0A0D6HCS0, UniRef:UniRef50_A0A0D6HCS0, UniRef:UniRef90_A0A0D6HCS0
ptg000002l	cds	794590	795270	+	IIKNCJ_04225	pmtB	phenol-soluble modulin export ABC transporter permease subunit PmtB	BlastRules:WP_000645727, BlastRules:WP_002494112, RefSeq:WP_000645727.1, SO:0001217, UniParc:UPI0000054463, UniRef:UniRef100_W8U4M3, UniRef:UniRef50_C5QLU6, UniRef:UniRef90_A0A8D9YQQ2
ptg000002l	cds	795267	796139	+	IIKNCJ_04230	pmtC	phenol-soluble modulin export ABC transporter ATP-binding protein PmtC	BlastRules:WP_000763048, BlastRules:WP_001830444, COG:COG1131, COG:V, RefSeq:WP_000763048.1, SO:0001217, UniParc:UPI0000054464, UniRef:UniRef100_X5EJW5, UniRef:UniRef50_X5EJW5, UniRef:UniRef90_X5EJW5
ptg000002l	cds	796139	796879	+	IIKNCJ_04235	pmtD	phenol-soluble modulin export ABC transporter permease subunit PmtD	BlastRules:WP_001221651, BlastRules:WP_001830379, RefSeq:WP_001221651.1, SO:0001217, UniParc:UPI0000054465, UniRef:UniRef100_W8TV14, UniRef:UniRef50_Q49YX4, UniRef:UniRef90_W8TV14
ptg000002l	cds	796945	797508	-	IIKNCJ_04240		Thioredoxin family protein	RefSeq:WP_000182842.1, SO:0001217, UniParc:UPI00000D769F, UniRef:UniRef100_A0A133PVE2, UniRef:UniRef50_Q49YX3, UniRef:UniRef90_A0A7U7PW52
ptg000002l	cds	797629	798153	+	IIKNCJ_04245		DUF4430 domain-containing protein	RefSeq:WP_000966288.1, SO:0001217, UniParc:UPI0000054467, UniRef:UniRef100_W8U9H5, UniRef:UniRef50_A0A0U1MQW7, UniRef:UniRef90_A0A0U1MQW7
ptg000002l	cds	798213	798770	+	IIKNCJ_04250		Uncharacterized membrane protein	COG:COG4709, COG:S, RefSeq:WP_001033971.1, SO:0001217, UniParc:UPI00000D7831, UniRef:UniRef100_T1Y9U2, UniRef:UniRef50_C5QLV1, UniRef:UniRef90_A0A0E0VS68
ptg000002l	cds	798767	799609	+	IIKNCJ_04255		DUF4097 domain-containing protein	RefSeq:WP_000713072.1, SO:0001217, UniParc:UPI0000054469, UniRef:UniRef100_A0A0D6WF07, UniRef:UniRef50_G5JI23, UniRef:UniRef90_A0A8D9YRI1
ptg000002l	cds	799666	800778	-	IIKNCJ_04260		putative choloylglycine hydrolase	COG:COG4927, COG:R, SO:0001217, UniParc:UPI000005446A, UniRef:UniRef100_A0A0D6HCF9, UniRef:UniRef50_A0A380C8U7, UniRef:UniRef90_A0A7U7JQL7
ptg000002l	cds	801157	801330	+	IIKNCJ_04265		Exported protein	RefSeq:WP_000267034.1, SO:0001217, UniParc:UPI000005446B, UniRef:UniRef100_A0A0D1HE14, UniRef:UniRef50_A0A192F0S7, UniRef:UniRef90_A0A6B1RVL2
ptg000002l	ncRNA	801403	801640	-	IIKNCJ_04270	tsr24	S. aureus tsr24 small RNA	RFAM:RF02577, SO:0000655
ptg000002l	cds	801903	802304	-	IIKNCJ_04275		ORF133	RefSeq:WP_000205106.1, SO:0001217, UniParc:UPI000005446C, UniRef:UniRef100_Q9K3E9, UniRef:UniRef50_A0A0M2NP12, UniRef:UniRef90_Q9K3E9
ptg000002l	cds	802574	803602	+	IIKNCJ_04280	pgl	Uncharacterized protein SAV1921	COG:COG2706, COG:G, GO:0005829, GO:0017057, RefSeq:WP_000181322.1, SO:0001217, UniParc:UPI000005446D, UniRef:UniRef100_Q8NVS2, UniRef:UniRef50_Q49YW6, UniRef:UniRef90_Q7A4P4
ptg000002l	cds	803722	805101	-	IIKNCJ_04285	aldH1	4,4'-diaponeurosporen-aldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.-, GO:0004029, GO:0005737, GO:0006081, GO:0016117, GO:0016620, RefSeq:WP_001021214.1, SO:0001217, UniParc:UPI000005446E, UniRef:UniRef100_Q2FWX9, UniRef:UniRef50_Q2FWX9, UniRef:UniRef90_Q2FWX9
ptg000002l	cds	805521	806450	-	IIKNCJ_04290	ppaC	manganese-dependent inorganic pyrophosphatase	COG:C, COG:COG1227, EC:3.6.1.1, GO:0004427, GO:0005737, GO:0030145, RefSeq:WP_001140871.1, SO:0001217, UniParc:UPI0000131FDA, UniRef:UniRef100_A7X451, UniRef:UniRef50_Q65E18, UniRef:UniRef90_A7X451
ptg000002l	cds	806503	807063	-	IIKNCJ_04295	pncA	Nicotinamidase-related amidase	COG:COG1335, COG:HR, RefSeq:WP_000149686.1, SO:0001217, UniParc:UPI0000054471, UniRef:UniRef100_A0A0D1IA98, UniRef:UniRef50_A0A0D1IA98, UniRef:UniRef90_A0A0D1IA98
ptg000002l	cds	807435	808532	+	IIKNCJ_04300		Pectate-lyase-3 domain-containing protein	RefSeq:WP_000275730.1, SO:0001217, UniParc:UPI00004B5C62, UniRef:UniRef100_A0A0D6HB15, UniRef:UniRef50_B9DMQ6, UniRef:UniRef90_A0A7U7EZ76
ptg000002l	cds	808737	810299	+	IIKNCJ_04305	sdcS	Sodium-dependent dicarboxylate transporter SdcS	COG:COG0471, COG:G, GO:0005886, GO:0006814, GO:0015293, RefSeq:WP_000323167.1, SO:0001217, UniParc:UPI0000696C84, UniRef:UniRef100_Q2FFH9, UniRef:UniRef50_Q2FWY4, UniRef:UniRef90_Q2FWY4
ptg000002l	cds	810489	811283	-	IIKNCJ_04310	pheA2	Prephenate dehydratase	COG:COG0077, COG:E, RefSeq:WP_001177817.1, SO:0001217, UniParc:UPI00004B5C60, UniRef:UniRef100_A0A0E7Y8C1, UniRef:UniRef50_A0A0E7Y8C1, UniRef:UniRef90_A0A0E7Y8C1
ptg000002l	cds	811303	812379	-	IIKNCJ_04315	nos	Nitric oxide synthase oxygenase	COG:COG4362, COG:P, EC:1.14.14.47, GO:0004517, GO:0006809, GO:0020037, GO:0046872, RefSeq:WP_000897635.1, SO:0001217, UniParc:UPI00000D76C2, UniRef:UniRef100_Q5HEK7, UniRef:UniRef50_Q6GFE2, UniRef:UniRef90_Q6GFE2
ptg000002l	cds	812563	814032	+	IIKNCJ_04320	pncB	nicotinate phosphoribosyltransferase	COG:COG1488, COG:H, RefSeq:WP_000284431.1, SO:0001217, UniParc:UPI00003B1B09, UniRef:UniRef100_A0A0D3Q8S4, UniRef:UniRef50_O32090, UniRef:UniRef90_A0A0D3Q8S4
ptg000002l	cds	814025	814846	+	IIKNCJ_04325	nadE	nicotinate phosphoribosyltransferase	EC:6.3.1.5, GO:0003952, GO:0004359, GO:0005524, GO:0005737, GO:0008795, GO:0009435, GO:0046872, RefSeq:WP_000040873.1, SO:0001217, UniParc:UPI00004B5C5F, UniRef:UniRef100_Q2FFI3, UniRef:UniRef50_Q2FFI3, UniRef:UniRef90_Q2FFI3
ptg000002l	cds	815117	815719	+	IIKNCJ_04330	yebE	UPF0316 protein SAHV_1896	COG:COG4843, COG:S, GO:0005886, RefSeq:WP_000011538.1, SO:0001217, UniParc:UPI0000696C83, UniRef:UniRef100_Q2FFI4, UniRef:UniRef50_A8FAL9, UniRef:UniRef90_P61544
ptg000002l	cds	815700	815873	+	IIKNCJ_04335		NETI motif-containing protein	RefSeq:WP_000669862.1, SO:0001217, UniParc:UPI000005447A, UniRef:UniRef100_A0A0D6W6I7, UniRef:UniRef50_A0A0U1MPT6, UniRef:UniRef90_A0A0U1MPT6
ptg000002l	cds	816165	816491	-	IIKNCJ_04340		Staphostatin-A domain-containing protein	RefSeq:WP_000434933.1, SO:0001217, UniParc:UPI00000CAAE0, UniRef:UniRef100_A0A0H3KHK4, UniRef:UniRef50_T1YAB3, UniRef:UniRef90_T1YAB3
ptg000002l	cds	816522	817688	-	IIKNCJ_04345	scpA	cysteine protease staphopain A	BlastRules:WP_000827761, EC:3.4.22.48, GO:0005576, GO:0006508, GO:0008234, KEGG:K08258, RefSeq:WP_000827748.1, SO:0001217, UniParc:UPI000005447C, UniRef:UniRef100_Q2G2R8, UniRef:UniRef50_P81297, UniRef:UniRef90_P81297
ptg000002l	cds	818549	819844	+	IIKNCJ_04350	purB	adenylosuccinate lyase	COG:COG0015, COG:F, EC:4.3.2.2, GO:0004018, GO:0006189, GO:0044208, GO:0070626, RefSeq:WP_000572878.1, SO:0001217, UniParc:UPI00000D76FE, UniRef:UniRef100_Q2FFI7, UniRef:UniRef50_O66856, UniRef:UniRef90_Q5HN26
ptg000002l	cds	819953	820255	+	IIKNCJ_04355	yerC	putative DNA-binding transcriptional regulator YerC, contains ArsR-like HTH domain	COG:COG4496, COG:R, RefSeq:WP_001165363.1, SO:0001217, UniParc:UPI000005447E, UniRef:UniRef100_W8UWG3, UniRef:UniRef50_Q7BVT7, UniRef:UniRef90_A0A166R7K5
ptg000002l	cds	820427	821119	+	IIKNCJ_04360	pcrB	heptaprenylglyceryl phosphate synthase	COG:COG1646, COG:I, EC:2.5.1.n9, GO:0000287, GO:0002094, GO:0046474, RefSeq:WP_000272069.1, SO:0001217, UniParc:UPI0000696C82, UniRef:UniRef100_Q2FFI9, UniRef:UniRef50_Q53726, UniRef:UniRef90_Q53726
ptg000002l	cds	821116	823308	+	IIKNCJ_04365	pcrA	DNA helicase PcrA	COG:COG0210, COG:L, EC:3.6.4.12, GO:0003677, GO:0003678, GO:0005524, GO:0005737, GO:0006268, GO:0016887, RefSeq:WP_000992921.1, SO:0001217, UniParc:UPI0000054480, UniRef:UniRef100_Q53727, UniRef:UniRef50_Q53727, UniRef:UniRef90_Q53727
ptg000002l	cds	823312	825315	+	IIKNCJ_04370	ligA	NAD-dependent DNA ligase LigA	COG:COG0272, COG:L, EC:6.5.1.2, GO:0003677, GO:0003911, GO:0006260, GO:0006281, GO:0046872, RefSeq:WP_000774565.1, SO:0001217, UniParc:UPI00000D789E, UniRef:UniRef100_Q2FFJ1, UniRef:UniRef50_Q5HEL8, UniRef:UniRef90_Q5HEL8
ptg000002l	cds	825328	826527	+	IIKNCJ_04375	camS	Uncharacterized conserved protein involved in sex pheromone biosynthesis	COG:COG4851, COG:R, RefSeq:WP_000831698.1, SO:0001217, UniParc:UPI00004B5C5D, UniRef:UniRef100_A0A831DZ67, UniRef:UniRef50_Q49YU7, UniRef:UniRef90_A0A7U7EZ61
ptg000002l	cds	826616	828154	-	IIKNCJ_04380	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, GO:0005298, GO:0005886, GO:0015824, GO:0031402, RefSeq:WP_000957015.1, SO:0001217, UniParc:UPI0000696C81, UniRef:UniRef100_Q2FFJ3, UniRef:UniRef50_O06493, UniRef:UniRef90_A6QID0
ptg000002l	cds	828521	828823	+	IIKNCJ_04385	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	COG:COG0721, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0006450, GO:0050566, GO:0050567, RefSeq:WP_000170162.1, SO:0001217, UniParc:UPI0000054485, UniRef:UniRef100_A7X428, UniRef:UniRef50_Q49YU5, UniRef:UniRef90_A7X428
ptg000002l	cds	828825	830282	+	IIKNCJ_04390	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	COG:COG0154, COG:J, EC:6.3.5.7, GO:0005524, GO:0006412, GO:0030956, GO:0050567, KEGG:K02433, RefSeq:WP_000027928.1, SO:0001217, UniParc:UPI00003D0D85, UniRef:UniRef100_Q2FFJ5, UniRef:UniRef50_O06491, UniRef:UniRef90_Q8CRU3
ptg000002l	cds	830295	831722	+	IIKNCJ_04395	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	COG:COG0064, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0050566, GO:0050567, RefSeq:WP_000545370.1, SO:0001217, UniParc:UPI000012B162, UniRef:UniRef100_A7X426, UniRef:UniRef50_B5YL60, UniRef:UniRef90_Q45486
ptg000002l	ncRNA	832125	832446	-	IIKNCJ_04400	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
ptg000002l	cds	832491	833438	+	IIKNCJ_04405	dagK	diacylglycerol kinase	COG:COG1597, COG:IR, EC:2.7.1.107, GO:0004143, GO:0005524, GO:0008654, GO:0016310, GO:0046872, RefSeq:WP_001231451.1, SO:0001217, UniParc:UPI0000054489, UniRef:UniRef100_A7X424, UniRef:UniRef50_Q6GFF9, UniRef:UniRef90_Q6GFF9
ptg000002l	cds	833519	834880	+	IIKNCJ_04410	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	COG:COG2265, COG:J, EC:2.1.1.-, GO:0008173, GO:0034470, GO:0046872, GO:0051539, RefSeq:WP_001147868.1, SO:0001217, UniParc:UPI00004B5C5C, UniRef:UniRef100_Q5HEM5, UniRef:UniRef50_Q8CRU6, UniRef:UniRef90_Q7A4Q9
ptg000002l	cds	835050	835580	+	IIKNCJ_04415		Permease	RefSeq:WP_000548781.1, SO:0001217, UniParc:UPI00000CAC36, UniRef:UniRef100_A0A0E0VR35, UniRef:UniRef50_C5QLY1, UniRef:UniRef90_A0A7U9J320
ptg000002l	cds	835827	836897	+	IIKNCJ_04420	dinB	DNA polymerase IV	COG:COG0389, COG:L, EC:2.7.7.7, GO:0000287, GO:0003684, GO:0003887, GO:0005737, GO:0006261, GO:0006281, GO:0009432, RefSeq:WP_000140176.1, SO:0001217, UniParc:UPI00001297A1, UniRef:UniRef100_Q5HEM7, UniRef:UniRef50_Q49YT9, UniRef:UniRef90_Q5HEM7
ptg000002l	cds	836965	837519	-	IIKNCJ_04425	dnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	COG:COG0847, COG:L, RefSeq:WP_000613733.1, SO:0001217, UniParc:UPI000005448E, UniRef:UniRef100_A0A0D6HBJ2, UniRef:UniRef50_A0A0D1JF35, UniRef:UniRef90_A0A0D1JF35
ptg000002l	cds	837908	838408	-	IIKNCJ_04430	ftnA	H-type ferritin FtnA	BlastRules:WP_000949467, COG:COG1528, COG:P, EC:1.16.3.2, GO:0005737, GO:0006826, GO:0006879, GO:0008199, GO:0016491, RefSeq:WP_000949467.1, SO:0001217, UniParc:UPI0000054490, UniRef:UniRef100_Q2FFK2, UniRef:UniRef50_Q49YT7, UniRef:UniRef90_Q6GFG4
ptg000002l	cds	838700	840013	+	IIKNCJ_04435	murT	lipid II isoglutaminyl synthase subunit MurT	BlastRules:WP_001250336, COG:COG0769, COG:M, EC:6.3.5.13, GO:0005524, GO:0008270, GO:0008360, GO:0009252, GO:0016881, GO:0071555, GO:0140282, RefSeq:WP_001250336.1, SO:0001217, UniParc:UPI00004B5C5B, UniRef:UniRef100_A0A0H2WZQ7, UniRef:UniRef50_A0A0H3JUU7, UniRef:UniRef90_A0A0H3JUU7
ptg000002l	cds	840015	840746	+	IIKNCJ_04440	gatD	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	COG:COG3442, COG:R, EC:6.3.5.13, GO:0004359, GO:0006541, GO:0008360, GO:0009236, GO:0009252, GO:0071555, GO:0140282, RefSeq:WP_000544969.1, SO:0001217, UniParc:UPI00000D77A4, UniRef:UniRef100_A0A0H2WZ38, UniRef:UniRef50_A0A0H2WZ38, UniRef:UniRef90_A0A0H2WZ38
ptg000002l	cds	840971	841384	+	IIKNCJ_04445		Conserved domain protein	RefSeq:WP_001549145.1, SO:0001217, UniParc:UPI00004B5C59, UniRef:UniRef100_A0A7U9J3L9, UniRef:UniRef50_A0A0E0VS16, UniRef:UniRef90_A0A0E0VS16
ptg000002l	ncRNA	841530	841759	-	IIKNCJ_04450	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
ptg000002l	cds	841933	842919	-	IIKNCJ_04455	ygaE	UPF0421 protein SAOUHSC_02103	COG:COG4129, COG:S, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000999713.1, SO:0001217, UniParc:UPI0000054495, UniRef:UniRef100_Q6G845, UniRef:UniRef50_Q49YT4, UniRef:UniRef90_Q7A4R6
ptg000002l	ncRNA	843049	843316	-	IIKNCJ_04460	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
ptg000002l	cds	843447	844205	+	IIKNCJ_04465	map	type I methionyl aminopeptidase	COG:COG0024, COG:J, EC:3.4.11.18, GO:0006508, GO:0046914, GO:0070006, GO:0070084, RefSeq:WP_000636142.1, SO:0001217, UniParc:UPI0000054498, UniRef:UniRef100_P0A080, UniRef:UniRef50_O34484, UniRef:UniRef90_P0A080
ptg000002l	cds	844422	844808	+	IIKNCJ_04470		Staphylococcal protein	RefSeq:WP_001110179.1, SO:0001217, UniParc:UPI00000D76F0, UniRef:UniRef100_A0A0H3KHI9, UniRef:UniRef50_G5JJT9, UniRef:UniRef90_A0A0H3KHI9
ptg000002l	cds	844823	845524	+	IIKNCJ_04475	liaF	Membrane protein LiaF, inhibitor of the LiaRS two-component envelope stress sensory system	COG:COG4758, COG:T, KEGG:K11622, RefSeq:WP_000149064.1, SO:0001217, UniParc:UPI000005449A, UniRef:UniRef100_Q9KWK9, UniRef:UniRef50_B9DMV1, UniRef:UniRef90_G5JJU0
ptg000002l	cds	845521	846564	+	IIKNCJ_04480	vraS	Sensor protein VraS	COG:COG4585, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0046983, RefSeq:WP_001017131.1, SO:0001217, UniParc:UPI000005449B, UniRef:UniRef100_Q5HEN9, UniRef:UniRef50_Q5HEN9, UniRef:UniRef90_Q5HEN9
ptg000002l	cds	846554	847183	+	IIKNCJ_04485	vraR	two-component system response regulator VraR	BlastRules:WP_000153530, COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_000153530.1, SO:0001217, UniParc:UPI000005449C, UniRef:UniRef100_Q2FX09, UniRef:UniRef50_P0C0Z1, UniRef:UniRef90_P0C0Z1
ptg000002l	cds	847299	848516	-	IIKNCJ_04490	brkB	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	COG:COG1295, COG:S, RefSeq:WP_000037075.1, SO:0001217, UniParc:UPI00000C7F85, UniRef:UniRef100_W8TV61, UniRef:UniRef50_W8TV61, UniRef:UniRef90_W8TV61
ptg000002l	cds	848794	849069	-	IIKNCJ_04495		Exported protein	RefSeq:WP_000428172.1, SO:0001217, UniParc:UPI000005449E, UniRef:UniRef100_W8UWJ4, UniRef:UniRef50_A0A1E5TVC9, UniRef:UniRef90_W8UWJ4
ptg000002l	cds	849076	849540	-	IIKNCJ_04500	ptpA	Low molecular weight protein-tyrosine-phosphatase PtpA	COG:COG0394, COG:T, EC:3.1.3.48, GO:0004725, GO:0005576, GO:0006470, RefSeq:WP_000228666.1, SO:0001217, UniParc:UPI000005449F, UniRef:UniRef100_Q2FFL4, UniRef:UniRef50_Q2FFL4, UniRef:UniRef90_Q6GFH6
ptg000002l	cds	849681	849887	+	IIKNCJ_04505	yfkK	UPF0435 protein SAB1812c	COG:COG4840, COG:S, SO:0001217, UniParc:UPI00004B5C57, UniRef:UniRef100_Q2FFL5, UniRef:UniRef50_Q2FFL5, UniRef:UniRef90_Q2FFL5
ptg000002l	cds	849899	851146	+	IIKNCJ_04510	ampS	Leucyl aminopeptidase (aminopeptidase T)	COG:COG2309, COG:E, RefSeq:WP_000186266.1, SO:0001217, UniParc:UPI0000696C7E, UniRef:UniRef100_A0A0D6HBV5, UniRef:UniRef50_A0A380DXA6, UniRef:UniRef90_A0A380DXA6
